frame_index,timestamp,landmark_id,x,y,z,visibility
5,0.173238,16,415.841,1096.468,-0.220914,0.978
6,0.207885,11,409.960,853.756,0.262171,0.999
6,0.207885,12,383.218,832.557,-0.240414,1.000
6,0.207885,13,370.785,968.633,0.309572,0.071
6,0.207885,14,373.696,975.996,-0.274817,0.994
6,0.207885,23,296.239,1033.321,0.141948,0.999
6,0.207885,24,252.900,1016.346,-0.141754,1.000
6,0.207885,15,378.474,1084.123,0.231662,0.058
6,0.207885,16,415.886,1096.591,-0.235591,0.978
7,0.242533,11,409.867,853.199,0.245294,0.999
7,0.242533,12,382.940,832.071,-0.256819,1.000
7,0.242533,13,373.380,967.678,0.300841,0.069
7,0.242533,14,373.008,975.398,-0.293199,0.993
7,0.242533,23,296.416,1032.996,0.142075,0.999
7,0.242533,24,252.944,1016.488,-0.141886,1.000
7,0.242533,15,383.661,1081.312,0.225912,0.056
7,0.242533,16,415.886,1094.990,-0.246216,0.977
8,0.277181,11,410.025,852.788,0.244848,0.999
8,0.277181,12,382.370,831.060,-0.260192,1.000
8,0.277181,13,374.824,967.411,0.301317,0.070
8,0.277181,14,371.914,974.116,-0.297473,0.993
8,0.277181,23,295.375,1032.898,0.143506,0.999
8,0.277181,24,252.504,1016.438,-0.143338,1.000
8,0.277181,15,392.007,1082.492,0.227757,0.055
8,0.277181,16,415.371,1095.070,-0.254170,0.976
9,0.311828,11,410.667,853.798,0.265306,0.999
9,0.311828,12,380.085,829.858,-0.240168,1.000
9,0.311828,13,374.347,967.671,0.324177,0.069
9,0.311828,14,370.620,973.793,-0.276227,0.993
9,0.311828,23,295.028,1032.939,0.144806,0.999
9,0.311828,24,251.326,1016.418,-0.144663,1.000
9,0.311828,15,390.093,1081.238,0.242615,0.054
9,0.311828,16,414.262,1094.400,-0.230030,0.976
10,0.346476,11,411.314,855.644,0.259685,0.999
10,0.346476,12,378.112,828.289,-0.241943,1.000
10,0.346476,13,379.122,967.547,0.319367,0.072
10,0.346476,14,369.093,972.475,-0.282624,0.992
10,0.346476,23,295.039,1032.859,0.144705,0.999
10,0.346476,24,250.872,1016.360,-0.144560,1.000
10,0.346476,15,394.886,1080.592,0.241917,0.057
10,0.346476,16,411.496,1094.267,-0.243802,0.975
11,0.381123,11,413.274,855.313,0.202974,0.999
11,0.381123,12,373.910,826.084,-0.270343,1.000
11,0.381123,13,389.287,967.520,0.264373,0.096
11,0.381123,14,367.903,972.729,-0.305644,0.992
11,0.381123,23,295.060,1031.788,0.143508,0.999
11,0.381123,24,249.858,1014.502,-0.143411,1.000
11,0.381123,15,402.996,1081.022,0.177904,0.077
11,0.381123,16,409.241,1096.608,-0.275210,0.975
12,0.415771,11,416.891,859.236,0.167370,0.999
12,0.415771,12,367.523,818.220,-0.267837,1.000
12,0.415771,13,393.566,968.340,0.242892,0.113
12,0.415771,14,363.720,966.286,-0.296695,0.992
12,0.415771,23,304.867,1033.806,0.126053,0.999
12,0.415771,24,249.704,1012.253,-0.125889,1.000
12,0.415771,15,400.640,1069.819,0.138241,0.091
12,0.415771,16,403.626,1094.586,-0.276490,0.971
13,0.450419,11,422.132,864.335,0.170077,0.999
13,0.450419,12,357.064,809.122,-0.258357,1.000
13,0.450419,13,399.834,968.698,0.239165,0.123
13,0.450419,14,349.992,951.815,-0.292702,0.991
13,0.450419,23,316.209,1036.884,0.119108,0.999
13,0.450419,24,249.719,1012.065,-0.118905,1.000
13,0.450419,15,398.265,1063.717,0.137557,0.098
13,0.450419,16,395.983,1072.116,-0.278036,0.967
14,0.485066,11,427.045,865.506,0.118801,0.999
14,0.485066,12,347.626,804.002,-0.259137,1.000
14,0.485066,13,406.374,968.104,0.140166,0.147
14,0.485066,14,333.120,941.028,-0.296278,0.991
14,0.485066,23,325.098,1038.215,0.108136,0.999
14,0.485066,24,249.764,1011.734,-0.107871,1.000
14,0.485066,15,397.571,1045.472,-0.015032,0.112
14,0.485066,16,386.166,1063.907,-0.316076,0.966
15,0.519714,11,438.420,871.345,0.137824,0.999
15,0.519714,12,339.068,795.096,-0.174066,1.000
15,0.519714,13,410.327,972.783,0.094609,0.192
15,0.519714,14,312.481,914.854,-0.223394,0.991
15,0.519714,23,331.813,1038.755,0.099474,0.999
15,0.519714,24,250.655,1010.022,-0.099076,1.000
15,0.519714,15,391.885,1029.945,-0.122659,0.156
15,0.519714,16,370.752,1034.073,-0.274036,0.965
16,0.554361,11,443.662,873.999,0.154839,0.999
16,0.554361,12,334.826,791.915,-0.151418,1.000
16,0.554361,13,416.694,977.383,0.089787,0.235
16,0.554361,14,307.083,904.850,-0.179004,0.990
16,0.554361,23,329.841,1041.854,0.101335,0.999
16,0.554361,24,250.660,1010.090,-0.100891,1.000
16,0.554361,15,391.882,1000.920,-0.173638,0.184
16,0.554361,16,355.941,1010.181,-0.221787,0.962
17,0.589009,11,449.055,875.892,0.130459,0.999
17,0.589009,12,331.541,789.707,-0.118742,1.000
17,0.589009,13,418.618,981.863,0.050346,0.294
17,0.589009,14,295.333,893.677,-0.148244,0.986
17,0.589009,23,336.381,1041.968,0.096997,0.999
17,0.589009,24,251.615,1010.134,-0.096599,0.999
17,0.589009,15,366.654,995.598,-0.172682,0.234
17,0.589009,16,338.335,976.957,-0.186464,0.945
18,0.623656,11,453.338,876.582,0.146066,0.999
18,0.623656,12,330.129,787.498,-0.043082,1.000
18,0.623656,13,414.440,979.513,0.081506,0.354
18,0.623656,14,284.841,876.006,-0.073379,0.981
18,0.623656,23,337.857,1041.686,0.097089,0.999
18,0.623656,24,252.206,1010.411,-0.096724,0.999
18,0.623656,15,324.856,965.553,-0.105980,0.297
18,0.623656,16,346.233,912.088,-0.048755,0.919
19,0.658304,11,456.263,875.938,0.218120,0.999
19,0.658304,12,325.819,788.059,0.009768,1.000
19,0.658304,13,402.885,969.492,0.103646,0.396
19,0.658304,14,274.482,883.772,-0.015398,0.979
19,0.658304,23,341.513,1042.436,0.094240,0.998
19,0.658304,24,253.373,1011.251,-0.093873,0.999
19,0.658304,15,296.556,925.565,-0.025345,0.333
19,0.658304,16,361.785,933.982,0.071724,0.902
20,0.692952,11,457.976,874.111,0.229022,0.999
20,0.692952,12,325.689,787.230,0.083189,1.000
20,0.692952,13,391.259,948.324,0.126411,0.441
20,0.692952,14,257.261,870.451,0.053779,0.975
20,0.692952,23,345.789,1043.128,0.090777,0.998
20,0.692952,24,256.555,1011.671,-0.090554,0.999
20,0.692952,15,277.588,893.805,-0.016496,0.384
20,0.692952,16,359.357,917.644,0.111600,0.882
21,0.727599,11,457.483,870.791,0.227424,0.999
21,0.727599,12,326.656,787.743,0.165254,1.000
21,0.727599,13,381.577,925.751,0.110126,0.481
21,0.727599,14,247.002,849.342,0.086646,0.970
21,0.727599,23,348.425,1043.222,0.074697,0.998
21,0.727599,24,260.087,1011.811,-0.074789,0.999
21,0.727599,15,260.282,859.123,-0.066896,0.439
21,0.727599,16,242.327,821.159,0.003968,0.885
22,0.762247,11,457.073,866.453,0.225710,0.999
22,0.762247,12,326.426,786.967,0.208893,1.000
22,0.762247,13,372.506,906.628,0.108180,0.527
22,0.762247,14,241.151,833.028,0.124210,0.967
22,0.762247,23,351.369,1043.328,0.060368,0.998
22,0.762247,24,262.064,1012.033,-0.060505,0.999
22,0.762247,15,253.215,833.719,-0.052589,0.493
22,0.762247,16,219.323,786.746,-0.007802,0.892
23,0.796894,11,457.128,861.804,0.257239,0.999
23,0.796894,12,327.897,787.148,0.254024,1.000
23,0.796894,13,360.533,880.063,0.107217,0.569
23,0.796894,14,241.168,813.662,0.123286,0.957
23,0.796894,23,351.992,1043.542,0.069036,0.998
23,0.796894,24,264.519,1012.198,-0.069160,1.000
23,0.796894,15,238.304,806.460,-0.063149,0.541
23,0.796894,16,204.081,758.811,-0.041529,0.896
24,0.831542,11,456.680,860.094,0.241545,0.999
24,0.831542,12,328.043,787.784,0.225737,1.000
24,0.831542,13,351.395,863.434,0.069384,0.605
24,0.831542,14,233.532,799.990,0.094444,0.945
24,0.831542,23,351.147,1044.003,0.070092,0.999
24,0.831542,24,265.588,1012.583,-0.070283,1.000
24,0.831542,15,231.331,795.140,-0.087610,0.583
24,0.831542,16,196.851,746.637,-0.106308,0.897
25,0.866189,11,453.833,856.395,0.203574,0.999
25,0.866189,12,330.414,786.939,0.184148,1.000
25,0.866189,13,348.866,864.578,0.061441,0.626
25,0.866189,14,238.690,799.484,-0.050810,0.942
25,0.866189,23,350.882,1043.960,0.094948,0.999
25,0.866189,24,267.786,1012.663,-0.095227,1.000
25,0.866189,15,232.107,787.647,-0.135076,0.614
25,0.866189,16,197.198,740.579,-0.249639,0.900
26,0.900837,11,450.026,856.075,0.251242,0.998
26,0.900837,12,332.847,787.307,0.144766,1.000
26,0.900837,13,344.602,861.306,0.114430,0.645
26,0.900837,14,231.738,795.554,-0.035807,0.938
26,0.900837,23,350.558,1042.769,0.103509,0.999
26,0.900837,24,268.408,1012.175,-0.103789,1.000
26,0.900837,15,228.087,773.412,-0.064808,0.640
26,0.900837,16,200.186,734.005,-0.191283,0.902
27,0.935485,11,450.219,855.129,0.240672,0.998
27,0.935485,12,334.453,787.042,0.166350,1.000
27,0.935485,13,334.738,855.138,0.114522,0.663
27,0.935485,14,229.526,796.140,0.028582,0.931
27,0.935485,23,350.426,1042.830,0.102599,0.999
27,0.935485,24,269.031,1012.736,-0.102893,1.000
27,0.935485,15,225.789,771.162,-0.042751,0.664
27,0.935485,16,199.793,728.362,-0.159854,0.900
28,0.970132,11,448.266,855.269,0.338883,0.998
28,0.970132,12,335.523,787.013,0.211049,1.000
28,0.970132,13,333.597,856.821,0.209268,0.680
28,0.970132,14,233.334,799.201,0.056890,0.930
28,0.970132,23,350.457,1042.203,0.106438,0.999
28,0.970132,24,269.670,1012.416,-0.106634,1.000
28,0.970132,15,226.975,778.280,0.047932,0.687
28,0.970132,16,202.636,738.046,-0.114168,0.905
29,1.004780,11,451.363,856.939,0.293923,0.998
29,1.004780,12,335.905,787.421,0.197251,1.000
29,1.004780,13,339.260,865.562,0.139004,0.698
29,1.004780,14,236.287,803.644,0.044059,0.919
29,1.004780,23,350.582,1044.365,0.104943,0.999
29,1.004780,24,269.483,1013.126,-0.105132,1.000
29,1.004780,15,230.808,791.243,-0.087587,0.712
29,1.004780,16,208.482,752.925,-0.118780,0.903
30,1.039427,11,451.819,860.481,0.284480,0.998
30,1.039427,12,335.768,787.519,0.155772,1.000
30,1.039427,13,341.595,879.069,0.079183,0.717
30,1.039427,14,238.116,807.566,-0.026898,0.924
30,1.039427,23,350.389,1049.762,0.108543,0.999
30,1.039427,24,269.433,1021.978,-0.108776,1.000
30,1.039427,15,234.945,801.380,-0.187390,0.737
30,1.039427,16,213.972,762.802,-0.186469,0.909
31,1.074075,11,452.297,867.643,0.282589,0.998
31,1.074075,12,335.626,788.113,0.150323,1.000
31,1.074075,13,351.566,913.701,0.150886,0.731
31,1.074075,14,239.303,825.586,-0.009861,0.928
31,1.074075,23,349.809,1050.649,0.108788,0.999
31,1.074075,24,269.272,1023.276,-0.108969,1.000
31,1.074075,15,248.113,836.767,-0.076758,0.758
31,1.074075,16,215.185,778.307,-0.162123,0.915
32,1.108722,11,455.119,875.987,0.230831,0.998
32,1.108722,12,334.526,790.804,0.033504,1.000
32,1.108722,13,373.654,948.054,0.130024,0.746
32,1.108722,14,251.933,866.351,-0.118891,0.932
32,1.108722,23,348.331,1052.354,0.108565,0.999
32,1.108722,24,268.916,1023.158,-0.108630,1.000
32,1.108722,15,275.021,884.287,-0.065648,0.772
32,1.108722,16,353.744,881.714,-0.194201,0.911
33,1.143370,11,456.479,884.946,0.231355,0.998
33,1.143370,12,334.893,798.747,-0.050122,1.000
33,1.143370,13,392.351,980.022,0.112415,0.703
33,1.143370,14,267.378,893.898,-0.102301,0.938
33,1.143370,23,344.933,1051.995,0.117204,0.999
33,1.143370,24,269.007,1022.857,-0.117029,1.000
33,1.143370,15,337.005,937.817,-0.208946,0.715
33,1.143370,16,358.044,950.488,-0.056924,0.911
34,1.178018,11,456.169,888.562,0.235186,0.998
34,1.178018,12,336.388,803.905,-0.085553,1.000
34,1.178018,13,409.718,1013.172,0.070363,0.688
34,1.178018,14,300.155,911.569,-0.094772,0.939
34,1.178018,23,334.421,1054.097,0.126908,0.999
34,1.178018,24,266.411,1023.871,-0.126716,1.000
34,1.178018,15,338.968,939.814,-0.257340,0.669
34,1.178018,16,387.034,982.554,0.021139,0.883
35,1.212665,11,442.937,880.218,0.236587,0.999
35,1.212665,12,352.572,813.568,-0.170378,1.000
35,1.212665,13,427.525,984.898,0.201946,0.692
35,1.212665,14,342.956,946.981,-0.239039,0.945
35,1.212665,23,331.263,1048.107,0.131070,0.999
35,1.212665,24,267.663,1023.648,-0.130909,1.000
35,1.212665,15,453.722,1048.056,-0.026770,0.689
35,1.212665,16,427.462,1043.345,-0.220594,0.894
36,1.247313,11,414.442,858.819,0.232174,0.999
36,1.247313,12,384.848,826.654,-0.290309,1.000
36,1.247313,13,413.169,972.192,0.287246,0.637
36,1.247313,14,387.924,965.758,-0.335908,0.949
36,1.247313,23,309.510,1036.864,0.156528,0.998
36,1.247313,24,272.180,1024.239,-0.156424,0.999
36,1.247313,15,460.179,1054.498,0.210645,0.636
36,1.247313,16,461.887,1072.096,-0.276397,0.902
37,1.281960,11,382.963,817.151,0.278081,0.999
37,1.281960,12,419.685,833.498,-0.185906,1.000
37,1.281960,13,305.393,917.959,0.305557,0.579
37,1.281960,14,403.733,961.554,-0.201554,0.953
37,1.281960,23,276.949,1023.649,0.165278,0.998
37,1.281960,24,296.272,1027.338,-0.165254,1.000
37,1.281960,15,318.947,1007.879,0.256123,0.578
37,1.281960,16,459.229,1054.807,-0.045139,0.905
38,1.316608,11,352.014,788.125,0.222227,0.999
38,1.316608,12,445.667,844.457,-0.184811,1.000
38,1.316608,13,294.786,895.186,0.256083,0.533
38,1.316608,14,416.027,954.679,-0.165826,0.955
38,1.316608,23,260.304,1021.219,0.155310,0.998
38,1.316608,24,322.688,1034.504,-0.155351,1.000
38,1.316608,15,308.342,996.515,0.232699,0.525
38,1.316608,16,440.301,1012.861,0.103950,0.895
39,1.351256,11,340.477,775.193,0.170642,0.999
39,1.351256,12,466.740,853.828,-0.134380,1.000
39,1.351256,13,246.077,851.772,0.280095,0.531
39,1.351256,14,402.753,951.655,-0.031268,0.951
39,1.351256,23,262.493,1022.442,0.152397,0.998
39,1.351256,24,332.474,1041.289,-0.152546,1.000
39,1.351256,15,313.303,894.839,0.408899,0.476
39,1.351256,16,416.575,1000.104,0.265390,0.835
40,1.385903,11,343.065,771.025,0.097702,0.999
40,1.385903,12,468.362,849.003,-0.118166,1.000
40,1.385903,13,234.178,813.482,0.227112,0.553
40,1.385903,14,419.928,909.726,-0.034577,0.917
40,1.385903,23,269.952,1024.328,0.118272,0.998
40,1.385903,24,351.466,1045.879,-0.118618,0.999
40,1.385903,15,306.568,816.032,0.309657,0.437
40,1.385903,16,405.017,859.195,0.205809,0.764
41,1.420551,11,341.917,766.348,0.106797,0.999
41,1.420551,12,466.113,844.655,-0.087300,1.000
41,1.420551,13,238.995,809.816,0.227899,0.576
41,1.420551,14,427.146,877.122,-0.000432,0.869
41,1.420551,23,277.237,1020.460,0.109917,0.998
41,1.420551,24,361.311,1043.270,-0.110335,0.999
41,1.420551,15,306.534,795.791,0.375364,0.402
41,1.420551,16,399.490,820.149,0.246008,0.697
42,1.455198,11,338.167,772.361,0.166654,0.999
42,1.455198,12,469.374,849.320,0.037722,1.000
42,1.455198,13,238.563,814.727,0.366159,0.611
42,1.455198,14,411.162,877.556,0.135635,0.838
42,1.455198,23,281.431,1020.890,0.110733,0.998
42,1.455198,24,362.480,1041.869,-0.111080,0.999
42,1.455198,15,294.993,789.636,0.657152,0.370
42,1.455198,16,384.041,827.187,0.366761,0.631
43,1.489846,11,346.689,775.600,0.138445,0.999
43,1.489846,12,463.362,847.379,0.018361,1.000
43,1.489846,13,243.165,834.662,0.211696,0.641
43,1.489846,14,400.309,863.016,0.098322,0.787
43,1.489846,23,285.637,1011.054,0.105110,0.998
43,1.489846,24,364.731,1033.986,-0.105349,0.999
43,1.489846,15,276.703,772.079,0.402417,0.401
43,1.489846,16,326.058,783.019,0.258515,0.586
44,1.524493,11,341.552,781.848,0.152043,0.999
44,1.524493,12,460.649,846.122,0.112213,1.000
44,1.524493,13,254.026,842.328,0.176992,0.669
44,1.524493,14,394.837,863.570,0.177974,0.735
44,1.524493,23,290.669,1012.447,0.082934,0.998
44,1.524493,24,375.703,1032.131,-0.083312,0.999
44,1.524493,15,272.962,780.154,0.268356,0.445
44,1.524493,16,306.681,785.944,0.297025,0.548
45,1.559141,11,345.518,785.385,0.235362,0.999
45,1.559141,12,457.530,838.391,0.198929,1.000
45,1.559141,13,261.391,858.266,0.150089,0.679
45,1.559141,14,389.648,850.790,0.180481,0.691
45,1.559141,23,301.562,1012.497,0.065676,0.998
45,1.559141,24,386.701,1030.868,-0.066071,0.999
45,1.559141,15,272.382,789.711,0.075717,0.488
45,1.559141,16,293.541,784.213,0.243759,0.537
46,1.593789,11,349.325,787.142,0.168537,0.999
46,1.593789,12,454.366,834.510,0.288913,1.000
46,1.593789,13,277.050,870.352,0.038677,0.693
46,1.593789,14,379.914,855.566,0.301230,0.646
46,1.593789,23,317.509,1011.089,-0.012214,0.998
46,1.593789,24,397.699,1028.699,0.011936,0.999
46,1.593789,15,271.348,801.791,-0.027324,0.531
46,1.593789,16,287.860,792.612,0.318493,0.519
47,1.628436,11,348.547,796.247,0.136162,0.999
47,1.628436,12,452.292,825.409,0.204229,1.000
47,1.628436,13,283.848,888.790,0.041845,0.701
47,1.628436,14,379.449,848.806,0.222065,0.609
47,1.628436,23,321.016,1011.721,0.010676,0.998
47,1.628436,24,400.639,1029.188,-0.011072,0.999
47,1.628436,15,266.842,808.214,-0.012188,0.568
47,1.628436,16,301.117,784.700,0.257088,0.511
48,1.663084,11,348.058,801.691,0.205978,0.999
48,1.663084,12,432.966,818.251,0.335515,1.000
48,1.663084,13,291.916,899.390,0.044702,0.719
48,1.663084,14,360.374,851.727,0.245999,0.578
48,1.663084,23,324.067,1015.076,-0.016449,0.998
48,1.663084,24,400.635,1029.509,0.016180,0.999
48,1.663084,15,266.873,810.684,-0.059838,0.601
48,1.663084,16,282.189,799.828,0.174592,0.502
49,1.697731,11,348.618,806.291,0.226784,0.999
49,1.697731,12,411.740,816.201,0.278892,1.000
49,1.697731,13,311.095,902.334,0.010659,0.725
49,1.697731,14,344.142,873.566,0.112352,0.541
49,1.697731,23,333.878,1018.239,0.010878,0.998
49,1.697731,24,392.326,1028.936,-0.011070,0.999
49,1.697731,15,269.620,817.708,-0.187101,0.630
49,1.697731,16,283.094,817.016,-0.132941,0.484
50,1.732379,11,417.582,820.985,0.160445,0.998
50,1.732379,12,329.900,810.787,0.162434,0.999
50,1.732379,13,390.305,916.894,0.005607,0.691
50,1.732379,14,312.697,876.125,-0.018180,0.548
50,1.732379,23,388.934,1031.270,0.017771,0.998
50,1.732379,24,344.275,1028.940,-0.017730,0.999
50,1.732379,15,317.497,872.388,-0.228542,0.612
50,1.732379,16,276.675,823.950,-0.312729,0.503
51,1.767026,11,399.926,821.183,0.178437,0.998
51,1.767026,12,364.631,812.458,0.208195,0.999
51,1.767026,13,356.938,918.007,-0.029791,0.695
51,1.767026,14,319.289,898.117,0.037676,0.512
51,1.767026,23,364.076,1030.939,0.021043,0.998
51,1.767026,24,358.805,1029.012,-0.021078,0.999
51,1.767026,15,297.930,860.075,-0.269818,0.635
51,1.767026,16,273.880,839.979,-0.207481,0.480
52,1.801674,11,352.984,820.981,0.262490,0.999
52,1.801674,12,368.118,812.617,0.337978,0.999
52,1.801674,13,326.329,916.719,0.017694,0.704
52,1.801674,14,320.668,898.778,0.156689,0.485
52,1.801674,23,363.218,1030.327,0.019729,0.998
52,1.801674,24,385.218,1029.184,-0.019856,0.999
52,1.801674,15,271.025,851.827,-0.184032,0.666
52,1.801674,16,268.131,839.313,-0.068827,0.471
53,1.836322,11,332.014,822.097,0.269774,0.999
53,1.836322,12,400.311,813.252,0.306991,0.999
53,1.836322,13,307.225,921.616,0.031960,0.709
53,1.836322,14,335.483,897.128,0.137273,0.478
53,1.836322,23,356.186,1030.427,0.018912,0.998
53,1.836322,24,398.035,1030.903,-0.019077,0.999
53,1.836322,15,260.435,850.562,-0.181487,0.691
53,1.836322,16,267.023,839.087,-0.097185,0.490
54,1.870969,11,336.680,820.987,0.248508,0.999
54,1.870969,12,404.708,817.548,0.271411,0.999
54,1.870969,13,301.744,921.095,0.018845,0.717
54,1.870969,14,336.191,895.512,0.106904,0.481
54,1.870969,23,354.676,1030.478,0.021017,0.998
54,1.870969,24,398.388,1032.075,-0.021216,0.999
54,1.870969,15,258.569,848.598,-0.200265,0.714
54,1.870969,16,264.136,838.715,-0.136236,0.515
55,1.905617,11,339.044,820.917,0.131783,0.999
55,1.905617,12,408.665,817.461,0.262714,0.999
55,1.905617,13,300.564,919.593,-0.050160,0.736
55,1.905617,14,336.412,900.572,0.098526,0.479
55,1.905617,23,352.532,1030.380,0.008124,0.999
55,1.905617,24,401.576,1032.851,-0.008465,0.999
55,1.905617,15,250.923,846.741,-0.203766,0.738
55,1.905617,16,262.945,838.133,-0.111071,0.534
56,1.940264,11,382.744,820.994,0.143970,0.999
56,1.940264,12,369.503,814.837,0.257287,0.999
56,1.940264,13,301.753,912.118,-0.044211,0.751
56,1.940264,14,310.712,887.693,0.136329,0.478
56,1.940264,23,358.064,1030.854,0.010240,0.999
56,1.940264,24,375.506,1036.504,-0.010582,0.999
56,1.940264,15,251.879,839.663,-0.206635,0.760
56,1.940264,16,257.094,832.304,-0.075041,0.541
57,1.974912,11,362.288,818.908,0.054820,0.999
57,1.974912,12,390.403,814.957,0.195183,0.999
57,1.974912,13,301.401,917.070,-0.127602,0.771
57,1.974912,14,317.104,893.956,0.068837,0.471
57,1.974912,23,352.516,1031.709,-0.001884,0.999
57,1.974912,24,393.574,1038.027,0.001541,0.999
57,1.974912,15,248.052,839.469,-0.286357,0.781
57,1.974912,16,261.600,833.301,-0.121592,0.554
58,2.009559,11,346.096,815.374,0.236621,0.999
58,2.009559,12,406.247,814.416,0.281758,0.999
58,2.009559,13,289.939,916.352,0.027820,0.768
58,2.009559,14,322.437,881.101,0.123721,0.474
58,2.009559,23,351.574,1031.557,0.002729,0.999
58,2.009559,24,401.931,1037.344,-0.003052,0.999
58,2.009559,15,250.851,841.462,-0.153437,0.790
58,2.009559,16,259.700,831.542,-0.096166,0.571
59,2.044207,11,345.694,813.818,0.146471,0.999
59,2.044207,12,406.735,814.506,0.273400,0.999
59,2.044207,13,291.955,914.728,-0.037621,0.786
59,2.044207,14,325.488,892.106,0.174464,0.461
59,2.044207,23,349.841,1030.151,0.003049,0.999
59,2.044207,24,405.528,1036.273,-0.003435,0.999
59,2.044207,15,248.851,840.469,-0.167358,0.808
59,2.044207,16,260.437,832.213,0.048456,0.561
60,2.078855,11,342.348,814.133,0.172526,0.999
60,2.078855,12,414.288,817.405,0.286197,0.999
60,2.078855,13,289.344,913.657,-0.030415,0.798
60,2.078855,14,335.132,891.108,0.162550,0.457
60,2.078855,23,343.298,1030.102,0.001806,0.999
60,2.078855,24,406.212,1036.190,-0.002212,0.999
60,2.078855,15,246.370,838.648,-0.170938,0.823
60,2.078855,16,262.084,831.115,0.002692,0.572
61,2.113502,11,336.813,814.444,0.210229,0.999
61,2.113502,12,424.688,819.187,0.290647,0.999
61,2.113502,13,287.873,913.478,0.034558,0.805
61,2.113502,14,348.523,890.921,0.202630,0.453
61,2.113502,23,339.764,1029.856,0.003194,0.999
61,2.113502,24,406.421,1036.099,-0.003590,0.999
61,2.113502,15,244.493,838.618,-0.106257,0.836
61,2.113502,16,263.213,830.766,0.107403,0.582
62,2.148150,11,332.119,815.994,0.206203,0.999
62,2.148150,12,430.539,819.210,0.280248,1.000
62,2.148150,13,285.687,913.269,0.028144,0.813
62,2.148150,14,351.799,889.071,0.180392,0.456
62,2.148150,23,335.331,1029.829,0.003081,0.999
62,2.148150,24,406.341,1036.109,-0.003459,0.999
62,2.148150,15,244.652,838.289,-0.121594,0.848
62,2.148150,16,263.922,830.362,0.062529,0.598
63,2.182797,11,333.901,816.045,0.205740,0.999
63,2.182797,12,430.669,819.500,0.276366,1.000
63,2.182797,13,283.429,913.151,0.045997,0.824
63,2.182797,14,350.916,889.454,0.160563,0.459
63,2.182797,23,334.938,1028.310,0.003499,0.999
63,2.182797,24,405.696,1035.176,-0.003887,0.999
63,2.182797,15,244.010,837.487,-0.036037,0.859
63,2.182797,16,262.630,829.989,-0.022505,0.613
64,2.217445,11,332.556,816.286,0.184288,0.999
64,2.217445,12,434.695,819.666,0.270633,1.000
64,2.217445,13,279.217,913.196,0.038608,0.831
64,2.217445,14,354.662,889.520,0.189827,0.456
64,2.217445,23,333.429,1028.271,-0.000460,0.999
64,2.217445,24,406.674,1035.140,0.000104,0.999
64,2.217445,15,242.298,837.198,-0.058229,0.868
64,2.217445,16,262.859,828.835,0.120095,0.611
65,2.252093,11,332.320,816.414,0.152735,0.999
