frame_index,timestamp,shoulder_line_angle_2d_signed_deg,hip_line_angle_2d_signed_deg,xfactor_proxy_deg,valid,left_elbow_angle_2d_abs_deg,right_elbow_angle_2d_abs_deg
112,3.880529,7.125922,3.256802,3.869120,1,36.971433,
113,3.915176,6.164684,2.908985,3.255699,1,105.414419,
114,3.949824,5.587000,2.835604,2.751396,1,85.493745,
115,3.984471,4.639116,2.111316,2.527799,1,,
116,4.019119,3.530655,2.097802,1.432854,1,,
117,4.053767,3.027058,3.341140,-0.314082,1,,
118,4.088414,2.251849,2.913813,-0.661964,1,,
119,4.123062,1.529058,2.241817,-0.712759,1,,
120,4.157709,-0.067203,1.592731,-1.659934,1,,
121,4.192357,-0.631400,1.709795,-2.341195,1,,
122,4.227004,-1.154933,0.755523,-1.910456,1,,
123,4.261652,-1.626927,0.549675,-2.176602,1,,
124,4.296300,-1.681229,1.230851,-2.912081,1,,
125,4.330947,-2.776499,-0.199697,-2.576802,1,,
126,4.365595,-2.792833,0.569190,-3.362023,1,,
127,4.400242,-3.564294,0.588165,-4.152459,1,,
128,4.434890,-4.080893,0.130149,-4.211042,1,,
129,4.469537,-4.348929,-0.775665,-3.573264,1,,
130,4.504185,-4.862074,-2.081164,-2.780910,1,,
131,4.538833,-5.510839,-2.775227,-2.735612,1,,
132,4.573480,-5.845097,-3.028375,-2.816722,1,,
133,4.608128,-6.798262,-5.358420,-1.439842,1,,
134,4.642775,-7.396919,-6.828600,-0.568319,1,,
135,4.677423,-7.563243,-7.265229,-0.298014,1,,
136,4.712070,-7.540696,-7.662832,0.122136,1,,
137,4.746718,-7.936927,-8.435347,0.498420,1,,165.076258
138,4.781366,-8.094020,-9.431999,1.337979,1,,162.117629
139,4.816013,-9.371119,-9.860641,0.489522,1,,162.288126
140,4.850661,-10.121551,-9.787301,-0.334250,1,,160.100747
141,4.885308,-11.854860,-10.505878,-1.348981,1,,158.011865
142,4.919956,-12.912621,-10.799442,-2.113179,1,,151.480172
143,4.954604,-22.762143,-12.804682,-9.957461,1,,148.241471
144,4.989251,-29.867811,-14.779414,-15.088397,1,,140.503878
145,5.023899,-29.560596,-16.492991,-13.067604,1,,135.605050
146,5.058546,-33.532982,-17.509031,-16.023951,1,,117.120783
147,5.093194,-37.387477,-21.252463,-16.135014,1,,108.598980
148,5.127841,-42.277755,-20.397827,-21.879927,1,,108.710320
149,5.162489,-70.309961,-22.894282,-47.415679,1,,83.115936
150,5.197137,-69.405673,-20.913397,-48.492276,1,,92.254642
151,5.231784,-97.847311,-25.345182,-72.502128,1,,88.331449
152,5.266432,-116.677204,-38.943351,-77.733853,1,,94.953855
153,5.301079,-127.443608,-60.783327,-66.660281,1,,96.809714
154,5.335727,-121.428135,-68.434905,-52.993230,1,,116.441204
155,5.370374,-113.687213,-67.280177,-46.407036,1,,118.219374
156,5.405022,-109.007713,-46.653972,-62.353741,1,,112.528177
157,5.439670,-133.258851,-120.049297,-13.209554,1,,110.827156
158,5.474317,-135.953591,-158.208525,22.254934,1,,111.565339
159,5.508965,-124.921429,-85.633482,-39.287947,1,,111.064431
160,5.543612,-125.567998,-44.032959,-81.535039,1,,113.554411
161,5.578260,-136.003216,-155.464491,19.461274,1,,117.023291
162,5.612907,-141.830289,-157.271794,15.441505,1,,116.274892
163,5.647555,-143.859178,-162.848424,18.989246,1,,119.161859
164,5.682203,-140.278141,-163.660856,23.382715,1,,123.023075
165,5.716850,-130.960789,-164.474769,33.513979,1,,121.693892
166,5.751498,-125.783411,-160.077788,34.294376,1,,124.538059
167,5.786145,-120.836286,-159.714727,38.878442,1,,126.878931
168,5.820793,-121.329863,-101.222018,-20.107846,1,,124.726241
169,5.855441,-117.586006,-32.361191,-85.224815,1,,121.595608
170,5.890088,-121.556584,-19.055475,-102.501108,1,,124.204245
171,5.924736,-114.857374,-14.675830,-100.181544,1,,138.820665
172,5.959383,-116.245846,-16.771113,-99.474733,1,,134.779607
173,5.994031,-75.211540,-2.474217,-72.737323,1,,140.817421
174,6.028678,-58.672496,1.530046,-60.202542,1,,143.077975
175,6.063326,-42.883824,5.319596,-48.203420,1,,143.669454
176,6.097974,-41.279529,6.428446,-47.707975,1,,144.108249
177,6.132621,-16.360321,8.049774,-24.410094,1,,145.450948
178,6.167269,-4.822169,9.158313,-13.980482,1,,145.173566
179,6.201916,2.487752,9.677643,-7.189891,1,,151.739946
180,6.236564,15.803218,12.439487,3.363731,1,,151.260812
181,6.271211,19.007257,14.736729,4.270529,1,,150.413056
182,6.305859,19.124006,13.521485,5.602521,1,,153.592890
183,6.340507,21.633148,14.850932,6.782216,1,,157.155420
184,6.375154,29.997176,15.976283,14.020894,1,,155.728747
185,6.409802,27.091494,16.572104,10.519390,1,,155.730555
186,6.444449,27.983679,16.387496,11.596183,1,,156.517459
187,6.479097,25.541200,17.314884,8.226316,1,,157.286914
188,6.513744,27.858047,16.335638,11.522409,1,,157.477118
189,6.548392,29.126627,14.839870,14.286757,1,,160.382464
190,6.583040,26.502182,14.941520,11.560662,1,,159.018150
191,6.617687,30.789687,16.660496,14.129191,1,,158.596747
192,6.652335,30.193744,15.972953,14.220791,1,,159.993764
193,6.686982,29.590284,15.852117,13.738167,1,,160.024779
194,6.721630,30.053880,15.045343,15.008537,1,,160.207092
195,6.756278,30.938387,15.489545,15.448843,1,,160.359295
196,6.790925,30.697064,14.950664,15.746400,1,,160.379641
197,6.825573,29.918344,14.231091,15.687253,1,,160.114717
198,6.860220,29.753304,14.256448,15.496856,1,,159.877583
199,6.894868,27.675673,15.343909,12.331764,1,,159.714569
200,6.929515,27.916169,12.128411,15.787758,1,,160.053983
201,6.964163,28.683135,12.889475,15.793660,1,,160.190344
202,6.998811,29.951191,14.646568,15.304623,1,,161.241909
203,7.033458,32.388830,15.879580,16.509250,1,,161.326798
204,7.068106,31.308885,17.338898,13.969987,1,,159.157346
205,7.102753,32.315149,16.179715,16.135433,1,,161.027612
206,7.137401,26.106380,15.950092,10.156288,1,,160.945856
207,7.172048,28.146790,14.802490,13.344300,1,,163.253199
208,7.206696,26.807775,13.514586,13.293188,1,,160.038028
209,7.241344,23.006894,11.554134,11.452760,1,,160.598651
210,7.275991,21.930407,12.254213,9.676193,1,,158.096804
211,7.310639,19.824593,12.411781,7.412812,1,,155.151793
212,7.345286,19.607283,11.459994,8.147289,1,,151.285624
213,7.379934,21.311288,12.880816,8.430472,1,,152.696559
214,7.414581,15.222073,11.243368,3.978705,1,,150.054646
215,7.449229,12.180554,11.913772,0.266781,1,,150.802500
216,7.483877,11.340013,11.579677,-0.239664,1,,148.363296
217,7.518524,12.209697,12.961584,-0.751887,1,,145.881331
