frame_index,timestamp,landmark_id,x,y,z,visibility
12,0.398182,14,427.789,716.292,-0.167253,0.990
12,0.398182,23,450.629,784.022,0.095820,0.997
12,0.398182,24,404.799,775.021,-0.095596,0.999
12,0.398182,15,467.589,761.879,-0.115802,0.291
12,0.398182,16,479.893,764.784,-0.153773,0.958
13,0.431364,11,532.589,670.906,0.123484,0.999
13,0.431364,12,449.206,633.905,-0.107135,1.000
13,0.431364,13,509.691,733.220,0.058144,0.296
13,0.431364,14,423.673,702.870,-0.181613,0.990
13,0.431364,23,453.086,786.233,0.095491,0.998
13,0.431364,24,405.440,775.096,-0.095295,1.000
13,0.431364,15,477.587,750.332,-0.171724,0.288
13,0.431364,16,469.185,748.313,-0.255128,0.957
14,0.464545,11,532.654,670.396,0.124168,0.999
14,0.464545,12,451.453,622.731,-0.087796,1.000
14,0.464545,13,508.029,726.514,0.074140,0.322
14,0.464545,14,415.781,684.762,-0.159132,0.990
14,0.464545,23,455.402,785.930,0.094883,0.998
14,0.464545,24,407.132,774.959,-0.094674,1.000
14,0.464545,15,463.353,738.449,-0.112952,0.322
14,0.464545,16,451.558,728.440,-0.258324,0.959
15,0.497727,11,533.277,670.193,0.121857,0.999
15,0.497727,12,446.226,628.214,-0.062461,1.000
15,0.497727,13,501.727,720.864,0.055932,0.355
15,0.497727,14,413.975,680.311,-0.150387,0.987
15,0.497727,23,458.641,790.442,0.090561,0.998
15,0.497727,24,409.618,778.924,-0.090350,1.000
15,0.497727,15,447.132,720.551,-0.142315,0.367
15,0.497727,16,424.323,688.121,-0.267031,0.956
16,0.530909,11,533.563,668.717,0.128424,0.999
16,0.530909,12,444.816,630.154,-0.022501,1.000
16,0.530909,13,492.847,711.592,0.065353,0.406
16,0.530909,14,408.267,668.953,-0.134554,0.985
16,0.530909,23,462.991,791.433,0.089388,0.998
16,0.530909,24,413.808,779.053,-0.089261,1.000
16,0.530909,15,429.267,696.529,-0.111840,0.426
16,0.530909,16,407.873,671.579,-0.274757,0.958
17,0.564091,11,532.180,667.319,0.132042,0.999
17,0.564091,12,445.238,630.057,0.012767,1.000
17,0.564091,13,489.107,705.553,0.063014,0.458
17,0.564091,14,401.822,665.046,-0.091984,0.980
17,0.564091,23,464.580,791.878,0.088321,0.998
17,0.564091,24,416.260,779.340,-0.088297,1.000
17,0.564091,15,418.425,681.092,-0.105976,0.481
17,0.564091,16,395.499,655.691,-0.247534,0.958
18,0.597273,11,530.914,663.414,0.160008,0.999
18,0.597273,12,445.521,630.475,0.065823,1.000
18,0.597273,13,486.703,694.415,0.074587,0.506
18,0.597273,14,402.727,654.778,-0.061660,0.976
18,0.597273,23,466.888,792.077,0.085889,0.998
18,0.597273,24,417.396,779.170,-0.085986,1.000
18,0.597273,15,410.645,661.392,-0.098707,0.532
18,0.597273,16,389.396,635.205,-0.235243,0.960
19,0.630455,11,529.101,663.057,0.150319,0.999
19,0.630455,12,444.588,630.266,0.055796,1.000
19,0.630455,13,468.283,682.740,0.057097,0.545
19,0.630455,14,392.522,651.282,-0.075049,0.973
19,0.630455,23,468.735,792.548,0.084445,0.998
19,0.630455,24,418.577,779.119,-0.084594,1.000
19,0.630455,15,401.925,642.525,-0.102458,0.576
19,0.630455,16,381.714,616.750,-0.238575,0.962
20,0.663636,11,529.008,661.058,0.067248,0.999
20,0.663636,12,445.243,630.433,-0.011062,1.000
20,0.663636,13,457.830,669.389,0.012814,0.578
20,0.663636,14,391.892,637.513,-0.104125,0.971
20,0.663636,23,471.976,792.192,0.081396,0.998
20,0.663636,24,421.759,779.372,-0.081501,1.000
20,0.663636,15,393.051,620.712,-0.114140,0.615
20,0.663636,16,377.532,595.627,-0.296586,0.964
21,0.696818,11,528.654,658.220,0.040529,0.999
21,0.696818,12,445.606,630.692,-0.058212,1.000
21,0.696818,13,457.756,660.097,-0.003330,0.600
21,0.696818,14,389.881,631.257,-0.168247,0.969
21,0.696818,23,472.141,792.071,0.083608,0.998
21,0.696818,24,423.189,780.301,-0.083657,1.000
21,0.696818,15,394.988,615.825,-0.133019,0.646
21,0.696818,16,377.731,590.921,-0.351038,0.964
22,0.730000,11,529.156,656.700,0.012162,0.999
22,0.730000,12,447.723,630.961,-0.064687,1.000
22,0.730000,13,457.431,653.401,-0.046682,0.620
22,0.730000,14,391.860,627.712,-0.184614,0.965
22,0.730000,23,474.102,791.850,0.082871,0.998
22,0.730000,24,424.990,780.216,-0.082987,1.000
22,0.730000,15,391.991,606.382,-0.173902,0.671
22,0.730000,16,379.043,584.832,-0.392999,0.962
23,0.763182,11,528.964,654.178,0.024242,0.998
23,0.763182,12,451.471,631.016,-0.027893,1.000
23,0.763182,13,453.878,646.716,-0.034330,0.645
23,0.763182,14,392.923,624.415,-0.134020,0.962
23,0.763182,23,474.710,791.756,0.077402,0.998
23,0.763182,24,426.781,780.243,-0.077525,1.000
23,0.763182,15,387.173,598.926,-0.147842,0.697
23,0.763182,16,378.686,579.433,-0.336045,0.961
24,0.796364,11,528.872,652.271,0.029077,0.998
24,0.796364,12,454.484,631.135,-0.010666,1.000
24,0.796364,13,451.158,643.814,-0.028074,0.668
24,0.796364,14,394.703,619.163,-0.101336,0.959
24,0.796364,23,474.368,791.726,0.075895,0.998
24,0.796364,24,428.292,780.210,-0.076034,1.000
24,0.796364,15,384.302,593.062,-0.132191,0.719
24,0.796364,16,380.884,569.337,-0.270628,0.959
25,0.829545,11,529.226,652.310,0.031595,0.998
25,0.829545,12,455.374,631.213,0.021467,1.000
25,0.829545,13,452.034,642.282,-0.045137,0.695
25,0.829545,14,391.447,621.747,-0.077518,0.958
25,0.829545,23,473.608,791.018,0.072079,0.998
25,0.829545,24,428.177,779.435,-0.072277,1.000
25,0.829545,15,386.758,593.520,-0.154554,0.744
25,0.829545,16,381.954,577.605,-0.275363,0.960
26,0.862727,11,529.830,652.126,0.079979,0.998
26,0.862727,12,456.402,631.207,0.106915,1.000
26,0.862727,13,454.749,642.943,-0.020336,0.721
26,0.862727,14,391.751,622.875,-0.007076,0.954
26,0.862727,23,473.912,790.739,0.065747,0.998
26,0.862727,24,427.880,778.463,-0.066019,1.000
26,0.862727,15,389.586,595.841,-0.123751,0.767
26,0.862727,16,382.725,580.993,-0.221111,0.960
27,0.895909,11,529.799,652.484,0.071419,0.998
27,0.895909,12,458.425,631.260,0.043358,1.000
27,0.895909,13,453.958,645.213,-0.011770,0.741
27,0.895909,14,395.599,622.996,-0.066257,0.954
27,0.895909,23,473.801,790.346,0.068776,0.998
27,0.895909,24,428.180,778.155,-0.068955,1.000
27,0.895909,15,389.917,598.227,-0.122928,0.787
27,0.895909,16,384.116,579.900,-0.267743,0.962
28,0.929091,11,530.114,652.625,0.076225,0.998
28,0.929091,12,459.122,632.186,0.024408,1.000
28,0.929091,13,455.361,649.675,0.014463,0.755
28,0.929091,14,395.030,624.725,-0.081767,0.955
28,0.929091,23,473.637,790.318,0.071542,0.998
28,0.929091,24,428.134,778.154,-0.071742,1.000
28,0.929091,15,392.174,604.647,-0.100585,0.805
28,0.929091,16,385.625,588.711,-0.266998,0.964
29,0.962273,11,530.051,655.001,0.110261,0.998
29,0.962273,12,457.703,632.201,0.017420,1.000
29,0.962273,13,457.524,660.566,0.063016,0.766
29,0.962273,14,394.218,634.654,-0.084985,0.956
29,0.962273,23,473.520,790.782,0.082729,0.999
29,0.962273,24,428.274,779.354,-0.082848,1.000
29,0.962273,15,394.605,608.502,-0.073166,0.821
29,0.962273,16,386.567,592.772,-0.227458,0.966
30,0.995455,11,529.706,657.834,0.096012,0.998
30,0.995455,12,457.024,631.804,-0.054714,1.000
30,0.995455,13,463.016,679.422,0.042347,0.776
30,0.995455,14,396.735,653.111,-0.151851,0.957
30,0.995455,23,473.348,791.053,0.087863,0.999
30,0.995455,24,428.062,779.875,-0.087907,1.000
30,0.995455,15,407.733,633.226,-0.104032,0.835
30,0.995455,16,392.403,607.087,-0.255798,0.968
31,1.028636,11,532.552,660.013,0.094471,0.999
31,1.028636,12,456.943,631.821,-0.056626,1.000
31,1.028636,13,477.249,693.606,0.036098,0.788
31,1.028636,14,404.457,671.137,-0.144823,0.956
31,1.028636,23,471.752,790.950,0.089319,0.998
31,1.028636,24,427.948,780.490,-0.089306,1.000
31,1.028636,15,420.971,658.837,-0.109311,0.846
31,1.028636,16,408.622,632.992,-0.257945,0.964
32,1.061818,11,538.880,671.359,0.081876,0.999
32,1.061818,12,455.233,633.537,-0.116519,1.000
32,1.061818,13,494.239,723.649,0.018758,0.770
32,1.061818,14,414.518,697.358,-0.134157,0.957
32,1.061818,23,471.190,791.001,0.091988,0.999
32,1.061818,24,425.145,781.483,-0.091849,1.000
32,1.061818,15,444.418,695.951,-0.166429,0.827
32,1.061818,16,448.490,688.325,-0.094638,0.954
33,1.095000,11,540.996,676.429,0.095654,0.999
33,1.095000,12,458.482,635.714,-0.131520,1.000
33,1.095000,13,509.322,757.214,0.031280,0.754
33,1.095000,14,428.872,715.996,-0.123605,0.959
33,1.095000,23,467.934,790.984,0.095260,0.999
33,1.095000,24,423.187,781.278,-0.095047,1.000
33,1.095000,15,460.863,715.345,-0.157070,0.782
33,1.095000,16,491.378,742.755,-0.042062,0.945
34,1.128182,11,540.545,672.229,0.058141,0.999
34,1.128182,12,465.402,648.127,-0.253720,1.000
34,1.128182,13,532.709,731.721,0.105047,0.750
34,1.128182,14,458.756,737.237,-0.273816,0.963
34,1.128182,23,465.507,781.853,0.099852,0.999
34,1.128182,24,423.049,778.236,-0.099743,1.000
34,1.128182,15,538.017,780.627,0.006410,0.774
34,1.128182,16,514.071,786.465,-0.280422,0.949
35,1.161364,11,527.038,659.356,0.035056,0.999
35,1.161364,12,478.751,657.944,-0.337288,1.000
35,1.161364,13,529.468,726.893,0.103271,0.747
35,1.161364,14,484.122,752.835,-0.379292,0.966
35,1.161364,23,454.306,774.107,0.115585,0.999
35,1.161364,24,423.180,778.052,-0.115694,1.000
35,1.161364,15,550.832,795.291,0.023417,0.773
35,1.161364,16,539.352,809.194,-0.371483,0.953
36,1.194545,11,502.785,638.535,0.087643,0.999
36,1.194545,12,504.319,655.500,-0.271491,1.000
36,1.194545,13,472.893,721.349,0.142318,0.674
36,1.194545,14,505.160,742.385,-0.296211,0.968
36,1.194545,23,432.756,768.464,0.123178,0.999
36,1.194545,24,428.075,777.771,-0.123271,1.000
36,1.194545,15,495.597,761.954,0.099168,0.697
36,1.194545,16,549.163,804.940,-0.274700,0.953
37,1.227727,11,479.833,619.164,0.161749,0.999
37,1.227727,12,529.349,656.964,-0.267526,1.000
37,1.227727,13,454.120,678.730,0.289985,0.621
37,1.227727,14,518.506,738.746,-0.113445,0.971
37,1.227727,23,417.464,770.543,0.118273,0.999
37,1.227727,24,449.923,779.169,-0.118377,1.000
37,1.227727,15,491.457,722.577,0.394446,0.633
37,1.227727,16,550.911,793.250,0.073743,0.943
38,1.260909,11,468.934,603.351,0.158877,0.999
38,1.260909,12,546.966,654.544,-0.012617,1.000
38,1.260909,13,420.273,645.460,0.301026,0.623
38,1.260909,14,510.831,731.119,0.005727,0.946
38,1.260909,23,414.188,768.269,0.099312,0.999
38,1.260909,24,460.662,778.947,-0.099460,1.000
38,1.260909,15,467.890,668.251,0.501146,0.571
38,1.260909,16,513.865,696.695,0.111099,0.860
39,1.294091,11,465.964,595.051,0.145868,0.999
39,1.294091,12,552.461,651.451,0.023033,1.000
39,1.294091,13,402.771,624.790,0.301034,0.656
39,1.294091,14,561.361,683.075,0.121541,0.941
39,1.294091,23,416.165,766.846,0.080352,0.999
39,1.294091,24,468.593,778.474,-0.080710,1.000
39,1.294091,15,452.931,641.484,0.500269,0.525
39,1.294091,16,573.709,637.943,0.345211,0.794
40,1.327273,11,466.798,591.825,0.150284,0.999
40,1.327273,12,554.922,648.817,0.083962,1.000
40,1.327273,13,398.404,612.080,0.268099,0.689
40,1.327273,14,566.757,686.668,0.185256,0.944
40,1.327273,23,420.306,763.106,0.061031,0.999
40,1.327273,24,477.094,775.874,-0.061485,1.000
40,1.327273,15,443.876,601.222,0.470136,0.502
40,1.327273,16,579.190,653.313,0.409927,0.733
41,1.360455,11,464.396,594.940,0.217389,0.999
41,1.360455,12,553.878,642.169,0.165720,1.000
41,1.360455,13,391.473,615.980,0.272767,0.720
41,1.360455,14,548.535,682.958,0.244908,0.927
41,1.360455,23,425.250,762.066,0.056113,0.999
41,1.360455,24,483.497,773.643,-0.056605,1.000
41,1.360455,15,426.910,571.563,0.420741,0.544
41,1.360455,16,551.119,636.748,0.430839,0.677
42,1.393636,11,466.838,596.989,0.198910,0.999
42,1.393636,12,547.125,630.890,0.166335,1.000
42,1.393636,13,392.770,619.683,0.242581,0.747
42,1.393636,14,517.868,640.395,0.220154,0.895
42,1.393636,23,427.175,763.734,0.042306,0.999
42,1.393636,24,489.210,773.709,-0.042680,1.000
42,1.393636,15,415.061,568.709,0.332666,0.587
42,1.393636,16,449.356,575.413,0.301037,0.688
43,1.426818,11,464.496,598.002,0.221370,0.999
43,1.426818,12,545.287,620.720,0.188619,1.000
43,1.426818,13,394.081,624.012,0.282857,0.771
43,1.426818,14,492.580,612.548,0.202779,0.868
43,1.426818,23,427.542,763.189,0.042659,0.999
43,1.426818,24,493.038,772.512,-0.042952,1.000
43,1.426818,15,410.445,568.600,0.403824,0.622
43,1.426818,16,432.620,561.225,0.221034,0.696
44,1.460000,11,466.697,599.752,0.153720,0.999
44,1.460000,12,540.240,613.680,0.148206,1.000
44,1.460000,13,395.656,630.543,0.168764,0.792
44,1.460000,14,480.281,614.802,0.192718,0.813
44,1.460000,23,431.631,763.493,0.025698,0.999
44,1.460000,24,493.188,771.759,-0.026006,1.000
44,1.460000,15,401.872,568.939,0.238627,0.657
44,1.460000,16,429.513,565.607,0.241141,0.690
45,1.493182,11,465.746,601.804,0.087480,0.999
45,1.493182,12,539.361,607.749,0.128987,1.000
45,1.493182,13,400.781,631.026,0.133635,0.809
45,1.493182,14,478.457,624.860,0.130129,0.769
45,1.493182,23,435.247,762.776,0.003181,0.999
45,1.493182,24,491.616,769.621,-0.003414,1.000
45,1.493182,15,403.343,581.887,0.245645,0.685
45,1.493182,16,426.504,568.557,0.078552,0.692
46,1.526364,11,465.082,601.329,-0.033737,0.999
46,1.526364,12,526.733,607.859,0.124552,1.000
46,1.526364,13,401.729,643.541,0.012859,0.823
46,1.526364,14,450.303,636.002,0.134418,0.722
46,1.526364,23,444.919,763.149,-0.039340,0.999
46,1.526364,24,488.133,768.221,0.039263,1.000
46,1.526364,15,407.913,584.006,0.164849,0.712
46,1.526364,16,425.586,584.834,0.107244,0.682
47,1.559545,11,466.334,602.545,0.008100,0.999
47,1.559545,12,506.719,606.872,0.141641,1.000
47,1.559545,13,402.707,652.436,-0.040512,0.835
47,1.559545,14,449.437,641.141,0.027668,0.679
47,1.559545,23,468.103,763.267,-0.028828,0.999
47,1.559545,24,470.811,766.561,0.028718,1.000
47,1.559545,15,411.016,589.392,-0.006533,0.738
47,1.559545,16,423.574,588.649,-0.185461,0.686
48,1.592727,11,484.448,603.376,0.021488,1.000
48,1.592727,12,473.960,605.079,0.186423,1.000
48,1.592727,13,405.610,657.662,-0.063906,0.848
48,1.592727,14,427.895,654.129,0.051505,0.649
48,1.592727,23,485.468,763.459,-0.036760,0.999
48,1.592727,24,451.893,765.163,0.036801,1.000
48,1.592727,15,413.315,593.178,-0.074017,0.760
48,1.592727,16,426.504,595.535,-0.136950,0.675
49,1.625909,11,455.709,607.938,-0.037109,1.000
49,1.625909,12,488.160,606.922,0.070037,1.000
49,1.625909,13,407.364,665.315,-0.146164,0.860
49,1.625909,14,430.541,654.784,-0.080822,0.606
49,1.625909,23,466.512,770.992,-0.024992,0.999
49,1.625909,24,471.216,768.181,0.024934,1.000
49,1.625909,15,413.558,595.683,-0.215340,0.778
49,1.625909,16,434.536,604.989,-0.278246,0.637
50,1.659091,11,441.890,608.772,0.008867,0.999
50,1.659091,12,494.520,607.140,0.071586,0.999
50,1.659091,13,408.458,663.226,-0.121198,0.864
50,1.659091,14,447.454,651.221,-0.095016,0.561
50,1.659091,23,464.822,773.046,-0.018239,0.999
50,1.659091,24,472.183,768.770,0.018202,1.000
50,1.659091,15,420.554,608.647,-0.221261,0.782
50,1.659091,16,438.504,612.226,-0.308892,0.598
51,1.692273,11,434.189,608.785,0.061866,0.999
51,1.692273,12,498.135,607.114,0.067379,0.999
51,1.692273,13,410.445,661.853,-0.096661,0.857
51,1.692273,14,449.670,642.994,-0.110247,0.540
51,1.692273,23,451.898,773.778,-0.007095,0.999
51,1.692273,24,480.531,769.026,0.007190,1.000
51,1.692273,15,427.559,618.087,-0.283438,0.781
51,1.692273,16,440.671,614.975,-0.344667,0.588
52,1.725455,11,436.271,609.492,0.042786,1.000
52,1.725455,12,498.920,606.363,0.068261,0.999
52,1.725455,13,414.234,673.598,-0.143722,0.862
52,1.725455,14,454.581,639.298,-0.120295,0.519
52,1.725455,23,450.424,774.299,-0.012117,0.999
52,1.725455,24,481.583,769.201,0.012188,1.000
52,1.725455,15,432.133,619.623,-0.343844,0.794
52,1.725455,16,441.561,619.321,-0.381178,0.568
53,1.758636,11,441.341,610.244,0.035170,1.000
53,1.758636,12,498.329,606.261,0.091347,0.999
53,1.758636,13,419.613,670.497,-0.174918,0.866
53,1.758636,14,455.583,635.044,-0.095407,0.495
53,1.758636,23,450.398,774.486,-0.024877,0.999
53,1.758636,24,481.143,769.255,0.024888,1.000
53,1.758636,15,438.331,619.428,-0.391059,0.803
53,1.758636,16,447.247,627.984,-0.351166,0.543
54,1.791818,11,465.903,610.340,0.006966,1.000
54,1.791818,12,468.497,603.180,0.103136,0.999
54,1.791818,13,426.975,657.661,-0.227042,0.870
54,1.791818,14,451.069,620.946,-0.088175,0.477
54,1.791818,23,466.871,774.374,-0.028998,0.999
54,1.791818,24,460.772,769.267,0.029016,1.000
54,1.791818,15,439.217,618.557,-0.445740,0.814
54,1.791818,16,451.317,626.746,-0.346841,0.520
55,1.825000,11,467.301,611.035,-0.028107,1.000
55,1.825000,12,472.808,600.503,0.099787,0.999
55,1.825000,13,429.405,654.978,-0.268785,0.875
55,1.825000,14,446.230,611.506,-0.087377,0.458
55,1.825000,23,467.229,774.200,-0.033557,1.000
55,1.825000,24,460.616,769.250,0.033591,1.000
55,1.825000,15,442.546,617.952,-0.488405,0.826
55,1.825000,16,446.635,618.209,-0.332708,0.502
56,1.858182,11,479.960,611.245,-0.035084,1.000
56,1.858182,12,447.161,601.243,0.126042,0.999
56,1.858182,13,442.141,659.243,-0.222950,0.880
56,1.858182,14,432.027,617.272,-0.038251,0.443
56,1.858182,23,476.133,774.071,-0.042464,1.000
56,1.858182,24,450.075,769.319,0.042530,1.000
56,1.858182,15,440.868,617.596,-0.360022,0.840
56,1.858182,16,443.027,610.495,-0.294067,0.497
57,1.891364,11,481.826,611.324,-0.041797,1.000
57,1.891364,12,444.914,600.364,0.115377,0.999
57,1.891364,13,437.748,652.129,-0.171253,0.883
57,1.891364,14,428.476,614.056,0.007670,0.431
57,1.891364,23,477.525,774.015,-0.038602,1.000
57,1.891364,24,446.520,769.346,0.038642,1.000
57,1.891364,15,436.244,617.324,-0.217724,0.849
57,1.891364,16,443.178,609.450,-0.119311,0.482
58,1.924545,11,480.475,611.453,-0.067460,1.000
58,1.924545,12,453.484,599.112,0.121391,0.999
58,1.924545,13,435.864,657.241,-0.159679,0.890
58,1.924545,14,435.770,625.432,0.128554,0.402
58,1.924545,23,476.831,773.947,-0.042220,1.000
58,1.924545,24,444.815,769.369,0.042350,1.000
58,1.924545,15,432.311,611.853,-0.165231,0.861
58,1.924545,16,444.314,615.597,0.102591,0.460
59,1.957727,11,475.226,611.551,-0.080302,1.000
59,1.957727,12,464.626,599.683,0.099902,0.999
59,1.957727,13,428.288,651.362,-0.227199,0.895
59,1.957727,14,453.837,627.651,0.110927,0.369
59,1.957727,23,475.921,774.137,-0.037645,1.000
59,1.957727,24,447.816,769.592,0.037707,1.000
59,1.957727,15,426.399,609.720,-0.312749,0.868
59,1.957727,16,443.658,614.909,-0.093086,0.426
60,1.990909,11,457.806,610.637,-0.040115,1.000
60,1.990909,12,478.189,600.978,0.111237,0.999
60,1.990909,13,423.618,649.641,-0.194990,0.895
60,1.990909,14,464.221,661.033,0.077223,0.336
60,1.990909,23,467.228,773.735,-0.029106,1.000
60,1.990909,24,448.463,769.334,0.029093,1.000
60,1.990909,15,420.491,606.944,-0.294893,0.870
60,1.990909,16,439.948,672.671,-0.040008,0.390
61,2.024091,11,436.589,609.843,-0.006289,1.000
61,2.024091,12,487.542,602.030,0.114699,0.999
61,2.024091,13,420.528,650.348,-0.135585,0.893
61,2.024091,14,462.991,655.870,0.042228,0.312
61,2.024091,23,446.994,773.150,-0.028890,1.000
61,2.024091,24,470.418,769.225,0.028900,0.999
61,2.024091,15,416.757,605.864,-0.223147,0.872
61,2.024091,16,430.818,644.206,-0.083916,0.371
62,2.057273,11,431.044,607.793,0.083889,1.000
62,2.057273,12,490.251,602.165,0.161503,0.999
62,2.057273,13,419.397,650.614,-0.055905,0.872
62,2.057273,14,461.881,654.687,0.032226,0.289
62,2.057273,23,440.667,772.190,-0.021656,1.000
62,2.057273,24,477.452,768.947,0.021638,0.999
62,2.057273,15,414.005,604.933,-0.174546,0.870
62,2.057273,16,426.674,612.725,-0.154023,0.371
63,2.090455,11,437.454,606.878,-0.020532,1.000
63,2.090455,12,488.995,602.274,0.143597,0.999
63,2.090455,13,418.847,655.059,-0.137104,0.876
63,2.090455,14,445.945,655.470,0.054538,0.271
63,2.090455,23,441.616,771.138,-0.028237,0.999
63,2.090455,24,470.620,768.580,0.028238,0.999
63,2.090455,15,410.519,601.808,-0.202281,0.878
63,2.090455,16,422.917,613.848,-0.090594,0.355
64,2.123636,11,439.177,606.653,-0.020119,1.000
64,2.123636,12,492.554,601.845,0.138148,0.999
64,2.123636,13,415.690,656.579,-0.134924,0.881
64,2.123636,14,463.083,658.489,0.077184,0.255
64,2.123636,23,440.777,769.620,-0.027381,0.999
64,2.123636,24,475.477,767.683,0.027329,0.999
64,2.123636,15,406.912,599.643,-0.209157,0.886
64,2.123636,16,425.145,605.981,-0.023129,0.340
65,2.156818,11,434.976,606.674,-0.000703,1.000
65,2.156818,12,493.588,601.367,0.120965,0.999
65,2.156818,13,411.465,656.680,-0.113695,0.881
65,2.156818,14,468.840,656.990,0.075418,0.244
65,2.156818,23,438.486,769.718,-0.019682,0.999
